Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
C2D_AE_128_3X3_AAC,3X3_AAC-_ADAM_MSE_UCSD1_NORMAL-{APE}.pkl,AttentionAugmentedConvs,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6872,0.6679,0.6606,0.6337,0.7237,0.7145,0.7139,0.6967,0.6531,0.6597,0.6591,0.6547,0.3794,0.381,0.3854,0.4059,0.399,0.4048,0.4051,0.403,0.6353,0.6101,0.6203,0.6043,,,,,0.6071,0.6122,0.6108,0.5874,0.662,0.6816,0.6391,0.668,0.6633,0.671,0.6356,0.6642,0.654,0.6506,0.6111,0.6482,7200,7200,7200,7200,"3234,811,1613,1542","3520,525,1844,1311","3423,622,2002,1153","3400,645,1773,1382",0.625,0.6224,0.653,0.6238,0.6289,0.6256,0.6442,0.6268,0.6247,0.6229,0.6172,0.6243,7200,7200,7200,7200,"2923,1122,1550,1605","2848,1197,1499,1656","3504,541,2021,1134","2844,1201,1486,1669"
C2D_AE_128_3X3_SQZEX,3_SQZEX-_ADAM_MSE_UCSD1_NORMAL-{APE}.pkl,SqueezeExcitation,UCSD1,NORMAL,128,MSE,ADAM,False,False,0.6841,0.6696,0.6649,0.6482,0.7211,0.7178,0.7173,0.6926,0.6535,0.6576,0.6566,0.656,0.3758,0.3796,0.3845,0.3793,0.4025,0.4029,0.4041,0.3995,0.6218,0.5998,0.6136,0.6205,,,,,0.6093,0.615,0.6137,0.5922,0.6673,0.6702,0.6277,0.6537,0.6679,0.6708,0.6238,0.6568,0.6583,0.6617,0.6249,0.6519,7200,7200,7200,7200,"3263,782,1609,1546","3261,784,1586,1569","2563,1482,1227,1928","3064,981,1490,1665",0.6208,0.6465,0.657,0.6482,0.6228,0.6407,0.6483,0.6422,0.6214,0.6156,0.623,0.6174,7200,7200,7200,7200,"2773,1272,1444,1711","3458,587,2000,1155","3498,547,1985,1170","3460,585,1991,1164"
C2D_AE_128_3X3,128_3X3-_ADAM_MSE_UCSD2_NORMAL-{APE}.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.8739,0.8453,0.8385,0.8262,0.9248,0.8266,0.826,0.8718,0.695,0.7255,0.7238,0.7107,0.1989,0.2514,0.2652,0.2659,0.4539,0.3817,0.3829,0.4204,0.6584,0.6678,0.6692,0.6835,,,,,0.7184,0.7126,0.7138,0.7164,0.8715,0.8495,0.8727,0.8417,0.7826,0.6692,0.6985,0.7433,0.805,0.7074,0.7334,0.7702,2010,2010,2010,2010,"1257,391,46,316","1024,624,41,321","1060,588,18,344","1209,439,77,285",0.8088,0.8139,0.7947,0.8153,0.794,0.5582,0.7622,0.5522,0.8005,0.6046,0.7754,0.5985,2010,2010,2010,2010,"1408,240,174,188","818,830,58,304","1344,304,174,188","803,845,55,307"
C2D_AE_128_3X3,1E-06_C1_ADAM_MSE_UCSD2_NORMAL-{APE}.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.879,0.8655,0.8689,0.8626,0.9249,0.8813,0.8816,0.9262,0.6999,0.7291,0.7261,0.7424,0.1961,0.1944,0.1936,0.2127,0.4346,0.3762,0.3738,0.3806,0.6598,0.6644,0.6624,0.6694,,,,,0.7173,0.7111,0.7127,0.7064,0.87,0.8656,0.8799,0.8659,0.7726,0.8035,0.7652,0.806,0.7967,0.8211,0.7911,0.8231,2010,2010,2010,2010,"1235,413,44,318","1320,328,67,295","1202,446,26,336","1326,322,68,294",0.8108,0.7931,0.8138,0.7941,0.799,0.7776,0.6045,0.7766,0.8043,0.7845,0.6494,0.7843,2010,2010,2010,2010,"1419,229,175,187","1392,256,191,171","923,725,70,292","1387,261,188,174"
C2D_AE_128_3X3,N_P64_C1_ADAM_MSE_UCSD2_NORMAL-{APE}.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8769,0.881,0.8806,0.7664,0.8909,0.8959,0.8958,0.7951,0.6961,0.6835,0.6835,0.6064,0.1966,0.1878,0.1878,0.3592,0.3502,0.3702,0.3702,0.4558,0.6557,0.6558,0.6559,0.6921,,,,,0.7373,0.7395,0.7394,0.7343,0.8665,0.8696,0.8319,0.8699,0.794,0.7985,0.8408,0.7995,0.8137,0.8176,0.8355,0.8185,2010,2010,2010,2010,"1294,354,60,302","1300,348,57,305","1516,132,188,174","1302,346,57,305",0.7959,0.7836,0.804,0.7836,0.7209,0.7,0.7816,0.7,0.7465,0.7287,0.791,0.7287,2010,2010,2010,2010,"1231,417,144,218","1199,449,154,208","1381,267,172,190","1199,449,154,208"
C2D_AE_128_3X3,N_P64_C1_ADAM_WEIGHTED_UCSD2_NORMAL_.pkl,Normal,UCSD2,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,True,0.892,0.8762,0.8755,0.6055,0.9207,0.899,0.8992,0.6363,0.6565,0.6186,0.6186,0.5858,0.1517,0.1948,0.1954,0.4096,0.3762,0.412,0.412,0.4383,0.6573,0.6647,0.6648,0.7695,,,,,0.7457,0.7589,0.7589,0.7761,0.8894,0.8747,0.7613,0.8753,0.8478,0.7682,0.5756,0.7706,0.8594,0.7933,0.6246,0.7954,2010,2010,2010,2010,"1394,254,52,310","1217,431,35,327","927,721,132,230","1222,426,35,327",0.7726,0.8273,0.7576,0.8272,0.6473,0.3886,0.5109,0.3881,0.6862,0.4054,0.5628,0.4047,2010,2010,2010,2010,"1085,563,146,216","437,1211,18,344","776,872,111,251","436,1212,18,344"
C2D_AE_128_3X3,ENTION_P64_C1_ADAM_MSE_UCSD2_NORMAL_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8427,0.8537,0.8508,0.8398,0.8569,0.8582,0.8583,0.8524,0.6489,0.6541,0.6518,0.6237,0.2239,0.2233,0.2238,0.2263,0.4699,0.4558,0.4613,0.4645,0.6703,0.6697,0.6691,0.6806,,,,,0.7184,0.7155,0.7164,0.7349,0.8514,0.8561,0.8672,0.8596,0.7905,0.7622,0.7254,0.7637,0.8089,0.7869,0.7568,0.7885,2010,2010,2010,2010,"1312,336,85,277","1232,416,62,300","1128,520,32,330","1230,418,57,305",0.8334,0.8489,0.8065,0.8493,0.8373,0.8587,0.7891,0.8587,0.8352,0.852,0.7966,0.8524,2010,2010,2010,2010,"1496,152,175,187","1544,104,180,182","1398,250,174,188","1542,106,178,184"
C2D_AE_128_3X3,TION_3_P64_C1_ADAM_MSE_UCSD2_NORMAL_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.8442,0.8417,0.8374,0.841,0.8648,0.823,0.8247,0.8462,0.6977,0.7149,0.7126,0.7023,0.2203,0.221,0.2227,0.2403,0.4096,0.3744,0.3757,0.4006,0.6629,0.6717,0.6691,0.6737,,,,,0.7058,0.7073,0.7084,0.7128,0.8572,0.8553,0.8556,0.8581,0.8124,0.809,0.7264,0.8199,0.8266,0.8237,0.7572,0.8324,2010,2010,2010,2010,"1360,288,89,273","1354,294,90,272","1147,501,49,313","1379,269,93,269",0.8755,0.7931,0.8324,0.7942,0.8811,0.7582,0.8463,0.7597,0.8656,0.7723,0.8363,0.7736,2010,2010,2010,2010,"1614,34,205,157","1336,312,174,188","1543,105,204,158","1338,310,173,189"
C2D_AE_128_3X3,NTION4_P64_C1_ADAM_MSE_UCSD2_NORMAL_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.7837,0.8076,0.7877,0.8397,0.844,0.8521,0.8529,0.8237,0.7035,0.6967,0.6961,0.7053,0.2992,0.2624,0.2854,0.2282,0.4033,0.4171,0.415,0.4175,0.6818,0.6741,0.6791,0.6645,,,,,0.7086,0.7089,0.7095,0.7082,0.826,0.8272,0.8511,0.835,0.8124,0.7955,0.7552,0.7726,0.8183,0.8075,0.7808,0.7924,2010,2010,2010,2010,"1427,221,156,206","1373,275,136,226","1223,425,67,295","1295,353,104,258",0.8112,0.8223,0.8291,0.824,0.8219,0.8368,0.8453,0.8378,0.8157,0.8272,0.8328,0.8287,2010,2010,2010,2010,"1498,150,208,154","1530,118,210,152","1552,96,215,147","1529,119,207,155"
C2D_AE_128_3X3,NTION5_P64_C1_ADAM_MSE_UCSD2_NORMAL_.pkl,Normal,UCSD2,NORMAL,128,MSE,ADAM,False,True,0.9049,0.8717,0.8661,0.8228,0.9417,0.8667,0.8676,0.8508,0.7162,0.7445,0.7437,0.713,0.1584,0.2112,0.2303,0.2901,0.4302,0.3732,0.3701,0.4227,0.6488,0.6608,0.6622,0.6763,,,,,0.709,0.7069,0.7078,0.7153,0.8856,0.8567,0.8614,0.8613,0.8289,0.7687,0.6249,0.7826,0.8439,0.7922,0.666,0.8039,2010,2010,2010,2010,"1350,298,46,316","1247,401,64,298","912,736,18,344","1274,374,63,299",0.8098,0.8462,0.8032,0.8459,0.8124,0.5363,0.797,0.5338,0.8111,0.5784,0.7999,0.5758,2010,2010,2010,2010,"1466,182,195,167","737,911,21,341","1430,218,190,172","732,916,21,341"
C2D_AE_128_3X3_AAC,3X3_AAC-_ADAM_MSE_UCSD2_NORMAL-{APE}.pkl,AttentionAugmentedConvs,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.8789,0.8376,0.8328,0.8762,0.9172,0.8502,0.8502,0.8871,0.6963,0.7287,0.7277,0.7169,0.2044,0.2411,0.2638,0.1857,0.4405,0.3812,0.3776,0.4078,0.6592,0.6699,0.6703,0.6626,,,,,0.7166,0.7125,0.7135,0.7164,0.8629,0.8396,0.8837,0.8463,0.7935,0.7015,0.7353,0.7294,0.8128,0.7354,0.7658,0.7592,2010,2010,2010,2010,"1299,349,66,296","1112,536,64,298","1128,520,12,350","1168,480,64,298",0.8058,0.8309,0.8041,0.8324,0.7886,0.5209,0.7851,0.5169,0.796,0.5639,0.7933,0.5594,2010,2010,2010,2010,"1398,250,175,187","718,930,33,329","1391,257,175,187","708,940,31,331"
C2D_AE_128_3X3_SQZEX,3_SQZEX-_ADAM_MSE_UCSD2_NORMAL-{APE}.pkl,SqueezeExcitation,UCSD2,NORMAL,128,MSE,ADAM,False,False,0.8578,0.8317,0.8271,0.8242,0.9092,0.8528,0.8536,0.879,0.6988,0.7347,0.7335,0.724,0.2209,0.2579,0.2718,0.2803,0.4169,0.354,0.3564,0.3853,0.6658,0.6723,0.6727,0.6782,,,,,0.7181,0.7118,0.7128,0.713,0.8613,0.8387,0.8505,0.8391,0.7532,0.6915,0.6438,0.7189,0.78,0.7269,0.6843,0.75,2010,2010,2010,2010,"1202,446,50,312","1090,558,62,300","966,682,34,328","1154,494,71,291",0.8096,0.8402,0.7977,0.841,0.7975,0.5458,0.7682,0.5438,0.8029,0.5891,0.7803,0.5869,2010,2010,2010,2010,"1417,231,176,186","763,885,28,334","1355,293,173,189","758,890,27,335"
