Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
CLSTM_AE_64_3X3_L,CLSTM_AE_64_3X3_L-5_RL-3_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5275,0.5359,0.5352,0.5148,0.582,0.5874,0.5878,0.571,0.5694,0.5752,0.5758,0.5588,0.4781,0.4734,0.4733,0.518,0.4607,0.4574,0.457,0.4685,0.8998,0.9019,0.9019,0.8813,0.9055,0.9073,0.9075,0.9012,0.9007,0.9023,0.9025,0.8973,0.8449,0.8487,0.7941,0.8486,0.2749,0.2766,0.7861,0.2752,0.2959,0.2978,0.79,0.2957,49980,49980,49980,49980,"5845,447,35795,7893","5879,413,35741,7947","1230,5062,5629,38059","5882,410,35815,7873",0.8143,0.8151,0.8151,0.8167,0.3914,0.4095,0.3526,0.3949,0.4602,0.4813,0.4118,0.4638,49980,49980,49980,49980,"4853,1439,28980,14708","4769,1523,27989,15699","5086,1206,31150,12538","4886,1406,28839,14849"
CLSTM_AE_64_3X3_L,CLSTM_AE_64_3X3_L-5_RL-4_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5444,0.5353,0.5469,0.477,0.5169,0.5006,0.5181,0.4606,0.5081,0.4998,0.5096,0.4786,0.4511,0.4477,0.4512,0.5145,0.498,0.4961,0.497,0.5065,0.8788,0.8753,0.8801,0.8783,0.876,0.868,0.8769,0.8615,0.8714,0.86,0.8727,0.856,0.808,0.8089,0.8077,0.8088,0.4881,0.4925,0.2518,0.4798,0.5667,0.5709,0.2677,0.5583,49980,49980,49980,49980,"4108,2184,23401,20287","4108,2184,23182,20506","5555,737,36658,7030","4185,2107,23892,19796",0.8004,0.8006,0.7834,0.801,0.8379,0.8387,0.3665,0.8458,0.8163,0.8167,0.4369,0.8188,49980,49980,49980,49980,"797,5495,2609,41079","790,5502,2562,41126","4348,1944,29718,13970","678,5614,2094,41594"
CLSTM_AE_64_3X3_L,CLSTM_AE_64_3X3_L-5_RL-5_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5411,0.4573,0.5456,0.5558,0.5159,0.4922,0.5177,0.503,0.5069,0.5012,0.5091,0.4952,0.4515,0.5448,0.4526,0.4394,0.4973,0.4916,0.4977,0.5044,0.8777,0.8704,0.8796,0.8761,0.8754,0.864,0.8766,0.868,0.8703,0.8563,0.8723,0.8592,0.8093,0.8085,0.8112,0.8008,0.4494,0.4961,0.4853,0.8472,0.5267,0.5745,0.5634,0.819,49980,49980,49980,49980,"4390,1902,25615,18073","4071,2221,22963,20725","4220,2072,23653,20035","649,5643,1996,41692",0.8005,0.8006,0.8012,0.8006,0.8382,0.8386,0.8428,0.8464,0.8165,0.8167,0.8182,0.8188,49980,49980,49980,49980,"794,5498,2587,41101","791,5501,2566,41122","738,5554,2302,41386","658,5634,2044,41644"
CRNN_AE_64_3X3_L,CRNN_AE_64_3X3_L-5_RL-1_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5421,0.5242,0.53,0.592,0.521,0.5285,0.5304,0.5792,0.5057,0.5129,0.5151,0.557,0.461,0.4793,0.4765,0.4293,0.5001,0.5004,0.4992,0.4714,0.8823,0.8833,0.8846,0.9082,0.8777,0.882,0.8829,0.9007,0.8743,0.8801,0.8809,0.8932,0.8081,0.8149,0.815,0.8149,0.4381,0.3581,0.5015,0.358,0.5148,0.4188,0.579,0.4188,49980,49980,49980,49980,"4430,1862,26221,17467","5052,1240,30843,12845","4229,2063,22850,20838","5053,1239,30847,12841",0.8037,0.8048,0.7992,0.8048,0.8473,0.8504,0.8021,0.8503,0.8208,0.822,0.8006,0.822,49980,49980,49980,49980,"725,5567,2064,41624","694,5598,1881,41807","1238,5054,4836,38852","695,5597,1885,41803"
CRNN_AE_64_3X3_L,CRNN_AE_64_3X3_L-5_RL-2_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5551,0.5491,0.5538,0.4487,0.5188,0.511,0.5199,0.4817,0.5085,0.504,0.51,0.4943,0.445,0.4463,0.4464,0.5334,0.4985,0.5016,0.4973,0.4998,0.8815,0.8791,0.8818,0.8518,0.8765,0.8726,0.8772,0.8574,0.8722,0.8673,0.8734,0.8562,0.81,0.8105,0.784,0.8099,0.5062,0.4924,0.8339,0.4869,0.5841,0.5706,0.8059,0.5652,49980,49980,49980,49980,"4051,2241,22437,21251","4155,2137,23231,20457","425,5867,2436,41252","4173,2119,23528,20160",0.8029,0.8033,0.7853,0.8008,0.8456,0.8467,0.7264,0.8426,0.8199,0.8204,0.7528,0.8179,49980,49980,49980,49980,"733,5559,2157,41531","725,5567,2094,41594","1453,4839,8835,34853","730,5562,2306,41382"
CRNN_AE_64_3X3_L,CRNN_AE_64_3X3_L-5_RL-3_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5551,0.5496,0.5554,0.4762,0.5186,0.5135,0.5199,0.4716,0.5075,0.5045,0.5091,0.4832,0.4456,0.448,0.446,0.5105,0.5001,0.5019,0.5013,0.5078,0.8817,0.879,0.8825,0.8645,0.8761,0.8736,0.8769,0.8566,0.872,0.8692,0.8734,0.8545,0.8094,0.8092,0.7818,0.8097,0.491,0.5037,0.8283,0.466,0.5693,0.5818,0.8027,0.544,49980,49980,49980,49980,"4132,2160,23281,20407","4044,2248,22558,21130","429,5863,2718,40970","4298,1994,24697,18991",0.8037,0.8037,0.7813,0.8037,0.8479,0.8476,0.7324,0.8487,0.8209,0.8208,0.7549,0.821,49980,49980,49980,49980,"715,5577,2027,41661","717,5575,2040,41648","1245,5047,8327,35361","697,5595,1969,41719"
CRNN_AE_64_3X3_L,CRNN_AE_64_3X3_L-5_RL-4_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5584,0.5527,0.5588,0.4253,0.5198,0.5147,0.5212,0.474,0.5086,0.5056,0.5103,0.4864,0.4456,0.4469,0.4437,0.557,0.4995,0.5013,0.4989,0.5044,0.8824,0.8798,0.8833,0.8425,0.8765,0.874,0.8773,0.858,0.8726,0.8698,0.874,0.855,0.8083,0.8103,0.7829,0.8103,0.5213,0.4998,0.8441,0.4861,0.5986,0.5779,0.8088,0.5644,49980,49980,49980,49980,"3902,2390,21536,22152","4101,2191,22807,20881","303,5989,1802,41886","4188,2104,23580,20108",0.8038,0.8038,0.7827,0.8044,0.8479,0.8479,0.7325,0.8505,0.821,0.821,0.7554,0.8218,49980,49980,49980,49980,"716,5576,2026,41662","716,5576,2026,41662","1299,4993,8379,35309","680,5612,1862,41826"
CRNN_AE_64_3X3_L,CRNN_AE_64_3X3_L-5_RL-5_DISDECONV-Y-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5529,0.548,0.5525,0.4522,0.5186,0.5113,0.5196,0.4752,0.5082,0.5041,0.5097,0.4873,0.4488,0.4471,0.4477,0.5327,0.4998,0.5022,0.4978,0.5022,0.8811,0.8788,0.8816,0.852,0.8765,0.8729,0.8772,0.8568,0.8723,0.8678,0.8735,0.8546,0.8087,0.8108,0.7834,0.8092,0.5084,0.4883,0.8233,0.49,0.5863,0.5665,0.8015,0.5684,49980,49980,49980,49980,"4000,2292,22279,21409","4188,2104,23470,20218","514,5778,3055,40633","4131,2161,23328,20360",0.8028,0.8031,0.783,0.8005,0.8457,0.8464,0.7242,0.8408,0.8199,0.8202,0.7507,0.8172,49980,49980,49980,49980,"731,5561,2150,41538","727,5565,2114,41574","1382,4910,8874,34814","749,5543,2412,41276"
CRNN_AE_64_3X3_L,CRNN_AE_64_3X3_L-5_RL-1_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5384,0.5528,0.5585,0.5849,0.5237,0.5282,0.5327,0.5824,0.5114,0.5183,0.5229,0.5701,0.4655,0.4541,0.4474,0.4432,0.4934,0.4866,0.4843,0.4614,0.8793,0.8826,0.8851,0.9024,0.8779,0.8794,0.8818,0.9034,0.8741,0.8766,0.8792,0.8986,0.8139,0.809,0.812,0.8146,0.3713,0.4629,0.4709,0.3791,0.4357,0.541,0.5488,0.4452,49980,49980,49980,49980,"4960,1332,30091,13597","4297,1995,24849,18839","4329,1963,24479,19209","4930,1362,29673,14015",0.8003,0.8005,0.8094,0.8028,0.8373,0.8383,0.3971,0.8458,0.8161,0.8165,0.468,0.8199,49980,49980,49980,49980,"802,5490,2643,41045","793,5499,2584,41104","4714,1578,28556,15132","729,5563,2146,41542"
CRNN_AE_64_3X3_L,CRNN_AE_64_3X3_L-5_RL-2_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5257,0.5328,0.5396,0.4057,0.5173,0.5088,0.5189,0.474,0.5077,0.5031,0.5098,0.489,0.469,0.4608,0.4598,0.5772,0.5002,0.5012,0.4988,0.5032,0.8753,0.8763,0.8791,0.8332,0.8762,0.8721,0.8772,0.8562,0.872,0.8664,0.8734,0.8552,0.8167,0.8085,0.7857,0.8115,0.3464,0.4566,0.8461,0.4314,0.4033,0.5344,0.8107,0.5068,49980,49980,49980,49980,"5148,1144,31521,12167","4324,1968,25192,18496","334,5958,1736,41952","4556,1736,26682,17006",0.8007,0.8028,0.7839,0.8008,0.8387,0.8456,0.7927,0.8429,0.8167,0.8199,0.7882,0.818,49980,49980,49980,49980,"790,5502,2559,41129","733,5559,2158,41530","811,5481,4882,38806","724,5568,2282,41406"
CRNN_AE_64_3X3_L,CRNN_AE_64_3X3_L-5_RL-3_DISDECONV-N-_ADAM_MSE_MOVINGMNIST_GRAYSCALE-{MM}_.pkl,Normal,False,GRAYSCALE,64,MSE,ADAM,False,False,0.5339,0.5318,0.5443,0.5073,0.5171,0.5033,0.5188,0.4855,0.5075,0.5004,0.5096,0.4983,0.4625,0.4542,0.4549,0.4933,0.4986,0.4986,0.4982,0.4959,0.8766,0.8765,0.8798,0.8834,0.8761,0.8692,0.8771,0.8601,0.8719,0.8619,0.8731,0.8579,0.8157,0.8075,0.8,0.8033,0.3514,0.4852,0.373,0.502,0.41,0.5638,0.441,0.5809,49980,49980,49980,49980,"5105,1187,31232,12456","4115,2177,23555,20133","4663,1629,29708,13980","3876,2416,22472,21216",0.8021,0.8006,0.7843,0.8012,0.8436,0.8386,0.7203,0.8455,0.819,0.8167,0.7488,0.8189,49980,49980,49980,49980,"747,5545,2270,41418","792,5500,2569,41119","1467,4825,9155,34533","688,5604,2116,41572"
