Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute,precision_squared,precision_ssim,precision_psnr,recall_absolute,recall_squared,recall_ssim,recall_psnr,f1-score_absolute,f1-score_squared,f1-score_ssim,f1-score_psnr,support_absolute,support_squared,support_ssim,support_psnr,conf_mat_absolute,conf_mat_squared,conf_mat_ssim,conf_mat_psnr
CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60787459.0/CLSTM_30_01_2021_11_10/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SHANGAI_TECH_NORMAL/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.643,0.6568,0.6282,0.6419,0.7058,0.7085,0.6904,0.7256,0.482,0.4727,0.4733,0.5028,0.3919,0.3872,0.4034,0.3809,0.5209,0.5422,0.5413,0.4892,0.3346,0.33,0.3421,0.3321,0.3654,0.3682,0.3718,0.3574,0.4163,0.4176,0.419,0.4033,0.5454,0.5468,0.5658,0.5482,0.4908,0.4896,0.4696,0.4838,0.4665,0.4627,0.3984,0.448,40791,40791,40791,40791,"13138,4188,16584,6881","13321,4005,16814,6651","15375,1951,19683,3782","13816,3510,17548,5917"
CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N,/localscratch/a24ravi.61026663.0/CLSTM_03_02_2021_04_58/CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SHANGAI_TECH_NORMAL/CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.5492,0.5858,0.5728,0.6816,0.5874,0.6129,0.6064,0.7415,0.5078,0.5097,0.5108,0.4968,0.4566,0.4454,0.4488,0.3644,0.487,0.493,0.4907,0.5494,0.3853,0.3755,0.3736,0.3237,0.4561,0.4464,0.4481,0.3745,0.402,0.3969,0.3976,0.4101,0.552,0.5874,0.6017,0.5988,0.5042,0.4959,0.4896,0.4979,0.4837,0.4399,0.4178,0.438,39935,39935,39935,39935,"12944,4300,15501,7190","15102,2142,17991,4700","15696,1548,18834,3857","15355,1889,18162,4529"
CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60787459.0/CLSTM_30_01_2021_11_10/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SHANGAI_TECH_NORMAL/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.6921,0.6822,0.6726,0.6988,0.7467,0.7378,0.7378,0.7412,0.4683,0.471,0.4707,0.4855,0.3513,0.3611,0.3686,0.3533,0.5368,0.534,0.5343,0.5043,0.3122,0.3165,0.3195,0.3093,0.366,0.3725,0.3725,0.3639,0.4233,0.4203,0.4206,0.4178,0.6637,0.6649,0.6198,0.6653,0.4575,0.4574,0.4541,0.4576,0.3329,0.3324,0.334,0.3329,40791,40791,40791,40791,"16983,343,21787,1678","16991,335,21800,1665","16755,571,21698,1767","16990,336,21789,1676"
CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N,/localscratch/a24ravi.61026663.0/CLSTM_03_02_2021_04_58/CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SHANGAI_TECH_NORMAL/CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N|_ADAM_MSE_SHANGAI_TECH_NORMAL.pkl,Normal,SHANGAI_TECH,NORMAL,128,MSE,ADAM,False,False,0.5497,0.6021,0.5749,0.6907,0.5865,0.6387,0.635,0.7366,0.4705,0.4667,0.4671,0.4794,0.4658,0.424,0.4459,0.3564,0.5299,0.534,0.5353,0.5372,0.3891,0.3638,0.3731,0.3176,0.4459,0.4185,0.4198,0.3755,0.4318,0.4278,0.428,0.4203,0.5424,0.5514,0.5551,0.5534,0.4795,0.4832,0.4908,0.4819,0.434,0.4355,0.4512,0.4303,39935,39935,39935,39935,"14123,3121,17665,5026","14342,2902,17735,4956","14046,3198,17137,5554","14519,2725,17965,4726"
C2D_AE_128_3X3,/localscratch/a24ravi.60530825.0/C2D_26_01_2021_12_50/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_ENTRANCE_OPTICAL_FLOW/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_ENTRANCE_OPTICAL_FLOW.pkl,Normal,SUBWAY_ENTRANCE,OPTICAL_FLOW,128,MSE,ADAM,False,False,0.8527,0.8544,0.8507,0.8241,0.8527,0.8544,0.8507,0.8241,0.8527,0.8544,0.8507,0.8241,0.2181,0.2119,0.217,0.2491,0.2181,0.2119,0.217,0.2491,0.0153,0.0152,0.0153,0.0157,0.0153,0.0152,0.0153,0.0157,0.0153,0.0152,0.0153,0.0157,0.9732,0.9746,0.9736,0.9744,0.711,0.6587,0.6584,0.6708,0.8075,0.7697,0.7695,0.7786,21344,21344,21344,21344,"552,28,6141,14623","577,3,7281,13483","563,17,7275,13489","573,7,7020,13744"
C2D_AE_128_3X3,/localscratch/a24ravi.60530825.0/C2D_26_01_2021_12_50/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_ENTRANCE_OPTICAL_FLOW/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_ENTRANCE_OPTICAL_FLOW.pkl,Normal,SUBWAY_ENTRANCE,OPTICAL_FLOW,128,MSE,ADAM,False,True,0.8572,0.8541,0.8521,0.8205,0.8572,0.8541,0.8521,0.8205,0.8572,0.8541,0.8521,0.8205,0.2141,0.222,0.2253,0.2521,0.2141,0.222,0.2253,0.2521,0.0152,0.0152,0.0152,0.0157,0.0152,0.0152,0.0152,0.0157,0.0152,0.0152,0.0152,0.0157,0.9744,0.9725,0.9726,0.9726,0.6794,0.7194,0.6639,0.7222,0.7849,0.8134,0.7737,0.8154,21344,21344,21344,21344,"573,7,6835,13929","541,39,5951,14813","550,30,7143,13621","541,39,5890,14874"
C2D_AE_128_3X3_VAE,/localscratch/a24ravi.60556230.0/C2D_26_01_2021_19_39/C2D_AE_128_3X3_VAE|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/C2D_AE_128_3X3_VAE|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Variational,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7693,0.7455,0.751,0.7593,0.7693,0.7455,0.751,0.7593,0.7693,0.7455,0.751,0.7593,0.3069,0.3282,0.3241,0.3305,0.3069,0.3282,0.3241,0.3305,0.0161,0.0164,0.0163,0.0162,0.0161,0.0164,0.0163,0.0162,0.0161,0.0164,0.0163,0.0162,0.9631,0.9611,0.9608,0.9606,0.683,0.7673,0.8136,0.7728,0.7883,0.8457,0.875,0.8492,21344,21344,21344,21344,"413,167,6598,14166","353,227,4739,16025","327,253,3725,17039","343,237,4613,16151"
CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60728282.0/CLSTM_29_01_2021_15_38/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.6481,0.7345,0.6895,0.7305,0.6481,0.7345,0.6895,0.7305,0.6481,0.7345,0.6895,0.7305,0.3927,0.3405,0.3771,0.3414,0.3927,0.3405,0.3771,0.3414,0.0189,0.0169,0.0177,0.0168,0.0189,0.0169,0.0177,0.0168,0.0189,0.0169,0.0177,0.0168,0.9645,0.9626,0.9642,0.9696,0.3809,0.5161,0.5642,0.4709,0.5231,0.6556,0.6966,0.6129,21344,21344,21344,21344,"506,74,13140,7624","455,125,10203,10561","461,119,9182,11582","536,44,11249,9515"
CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60728282.0/CLSTM_29_01_2021_15_38/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7592,0.7148,0.7133,0.7639,0.7592,0.7148,0.7133,0.7639,0.7592,0.7148,0.7133,0.7639,0.3438,0.3375,0.3411,0.3423,0.3438,0.3375,0.3411,0.3423,0.0162,0.0171,0.0171,0.0161,0.0162,0.0171,0.0171,0.0161,0.0162,0.0171,0.0171,0.0161,0.9709,0.96,0.9602,0.96,0.4528,0.7336,0.8556,0.7298,0.5953,0.8234,0.9003,0.8209,21344,21344,21344,21344,"550,30,11649,9115","349,231,5455,15309","294,286,2797,17967","351,229,5538,15226"
CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y,/localscratch/a24ravi.60728282.0/CLSTM_29_01_2021_15_38/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL/CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y|_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,False,False,0.7866,0.7605,0.7646,0.7713,0.7866,0.7605,0.7646,0.7713,0.7866,0.7605,0.7646,0.7713,0.3031,0.3276,0.3242,0.3241,0.3031,0.3276,0.3242,0.3241,0.0158,0.0162,0.0161,0.016,0.0158,0.0162,0.0161,0.016,0.0158,0.0162,0.0161,0.016,0.9671,0.967,0.9613,0.9666,0.5882,0.5863,0.8423,0.5922,0.7158,0.7143,0.8926,0.7191,21344,21344,21344,21344,"490,90,8700,12064","489,91,8739,12025","321,259,3106,17658","483,97,8608,12156"
C2D_AE_128_3X3,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3|_ADAM_WEIGHTED_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_ADAM_WEIGHTED_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,False,0.9714,0.9587,0.9585,0.9727,0.9714,0.9587,0.9585,0.9727,0.9714,0.9587,0.9585,0.9727,0.1088,0.1498,0.1111,0.1022,0.1088,0.1498,0.1111,0.1022,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8913,0.9306,0.8979,0.9311,0.9418,0.9633,0.9454,0.9635,11475,11475,11475,11475,"9,0,1247,10219","8,1,795,10671","9,0,1172,10294","8,1,790,10676"
C2D_AE_128_3X3,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3|_ADAM_PSNR_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_ADAM_PSNR_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,PSNR,ADAM,False,False,0.9717,0.9572,0.9573,0.9722,0.9717,0.9572,0.9573,0.9722,0.9717,0.9572,0.9573,0.9722,0.1084,0.1111,0.1111,0.0751,0.1084,0.1111,0.1111,0.0751,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8917,0.9325,0.8948,0.929,0.942,0.9643,0.9437,0.9624,11475,11475,11475,11475,"9,0,1243,10223","8,1,773,10693","9,0,1207,10259","8,1,814,10652"
C2D_AE_128_3X3,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,False,0.9699,0.9565,0.9568,0.9709,0.9699,0.9565,0.9568,0.9709,0.9699,0.9565,0.9568,0.9709,0.1111,0.1111,0.1111,0.0767,0.1111,0.1111,0.1111,0.0767,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8783,0.9316,0.8919,0.9298,0.9344,0.9638,0.9421,0.9628,11475,11475,11475,11475,"9,0,1397,10069","8,1,784,10682","9,0,1240,10226","8,1,805,10661"
C2D_AE_128_3X3,/localscratch/a24ravi.60563358.0/C2D_26_01_2021_23_16/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9713,0.9631,0.9629,0.9736,0.9713,0.9631,0.9629,0.9736,0.9713,0.9631,0.9629,0.9736,0.1111,0.1111,0.1111,0.098,0.1111,0.1111,0.1111,0.098,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8741,0.9435,0.902,0.9434,0.932,0.9702,0.9477,0.9701,11475,11475,11475,11475,"9,0,1445,10021","8,1,647,10819","9,0,1124,10342","8,1,649,10817"
C2D_AE_128_3X3,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_WEIGHTED_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,WEIGHTED_SIMILARITY,ADAM,False,True,0.9713,0.9595,0.9594,0.9725,0.9713,0.9595,0.9594,0.9725,0.9713,0.9595,0.9594,0.9725,0.1111,0.1497,0.1111,0.1074,0.1111,0.1497,0.1111,0.1074,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8861,0.9359,0.8926,0.9358,0.9388,0.9661,0.9425,0.9661,11475,11475,11475,11475,"9,0,1307,10159","8,1,734,10732","9,0,1232,10234","8,1,736,10730"
C2D_AE_128_3X3,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_PSNR_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,PSNR,ADAM,False,True,0.9716,0.9571,0.957,0.9715,0.9716,0.9571,0.957,0.9715,0.9716,0.9571,0.957,0.9715,0.1068,0.1111,0.1111,0.0782,0.1068,0.1111,0.1111,0.0782,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8932,0.9272,0.8983,0.9262,0.9428,0.9615,0.9457,0.9609,11475,11475,11475,11475,"9,0,1225,10241","8,1,834,10632","9,0,1167,10299","8,1,846,10620"
C2D_AE_128_3X3,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL_DeNoising.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,True,True,0.9681,0.9546,0.9545,0.9712,0.9681,0.9546,0.9545,0.9712,0.9681,0.9546,0.9545,0.9712,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8671,0.9443,0.8879,0.9441,0.928,0.9706,0.9399,0.9705,11475,11475,11475,11475,"9,0,1525,9941","8,1,638,10828","9,0,1286,10180","8,1,641,10825"
C2D_AE_128_3X3,/localscratch/a24ravi.60577387.0/C2D_27_01_2021_06_17/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_NORMAL.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,True,0.9683,0.9582,0.9581,0.9699,0.9683,0.9582,0.9581,0.9699,0.9683,0.9582,0.9581,0.9699,0.1111,0.1111,0.1111,0.1218,0.1111,0.1111,0.1111,0.1218,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8564,0.9411,0.8714,0.9408,0.9219,0.9689,0.9305,0.9687,11475,11475,11475,11475,"9,0,1648,9818","8,1,675,10791","9,0,1476,9990","8,1,678,10788"
C2D_AE_128_3X3,/localscratch/a24ravi.60660948.0/C2D_28_01_2021_19_39/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_OPTICAL_FLOW/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_OPTICAL_FLOW.pkl,Normal,SUBWAY_EXIT,OPTICAL_FLOW,128,MSE,ADAM,False,False,0.9724,0.97,0.9701,0.9105,0.9724,0.97,0.9701,0.9105,0.9724,0.97,0.9701,0.9105,0.066,0.1036,0.0864,0.1207,0.066,0.1036,0.0864,0.1207,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9992,0.9992,0.9992,0.9223,0.9136,0.8012,0.9154,0.9588,0.9541,0.8889,0.955,11475,11475,11475,11475,"9,0,892,10574","9,0,991,10475","9,0,2281,9185","9,0,971,10495"
C2D_AE_128_3X3,/localscratch/a24ravi.60660948.0/C2D_28_01_2021_19_39/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_OPTICAL_FLOW/C2D_AE_128_3X3|_CONV_ATTENTION_ADAM_MSE_SUBWAY_EXIT_OPTICAL_FLOW.pkl,Normal,SUBWAY_EXIT,OPTICAL_FLOW,128,MSE,ADAM,False,True,0.9682,0.9658,0.9657,0.9046,0.9682,0.9658,0.9657,0.9046,0.9682,0.9658,0.9657,0.9046,0.0914,0.1068,0.1037,0.1235,0.0914,0.1068,0.1037,0.1235,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9992,0.9992,0.9992,0.9087,0.8964,0.8025,0.899,0.9514,0.9446,0.8897,0.946,11475,11475,11475,11475,"9,0,1048,10418","9,0,1189,10277","9,0,2266,9200","9,0,1159,10307"
C2D_AE_128_3X3,/localscratch/a24ravi.60666221.0/C2D_28_01_2021_21_48/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL_SVDD/C2D_AE_128_3X3|_ADAM_MSE_SUBWAY_EXIT_NORMAL_SVDD.pkl,Normal,SUBWAY_EXIT,NORMAL,128,MSE,ADAM,False,False,0.9709,0.9577,0.9577,0.9727,0.9709,0.9577,0.9577,0.9727,0.9709,0.9577,0.9577,0.9727,0.1111,0.1111,0.1111,0.1038,0.1111,0.1111,0.1111,0.1038,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9992,0.9991,0.9992,0.9991,0.8824,0.9336,0.8963,0.9327,0.9367,0.9649,0.9445,0.9644,11475,11475,11475,11475,"9,0,1350,10116","8,1,761,10705","9,0,1190,10276","8,1,771,10695"
